session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Record Video,Sex,Student Status,Webcam
62a9d823491530d998840581,5ec81ba6c71d2b0f9add5de5,RETURNED,2022-06-15 13:01:23.669000,,66287.235094,21,138,3,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d829379fa5c2bb8ca5f3,60d85bfa9227dcaa553083c7,RETURNED,2022-06-15 13:01:29.498000,,66281.419391,20,59,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d835446220cb061c1d64,60c6315f59f271322758e94a,REJECTED,2022-06-15 13:01:41.867000,2022-06-15 13:07:12.441000,330.574,22,41,2,97,2022-06-15 13:37:30.380000,NOCODE,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Yes,Female,DATA EXPIRED,Yes
62a9d835554d73e03eebff23,613b7b74f40bbe72dee491b5,AWAITING REVIEW,2022-06-15 13:01:44.844000,2022-06-15 13:08:52.195000,427.351,23,57,1,100,,39F54BF2,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Yes,Female,Yes,Yes
62a9d843915a5663c246dc08,6108033c1bf591fee2013a07,RETURNED,2022-06-15 13:01:55.780000,,66255.188533,27,103,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8508c9e2fe31cafe377,61164af5d35616bf4e9f3255,RETURNED,2022-06-15 13:12:08.341000,,65642.644957,48,56,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d85b1aefba48fc9e042f,615e91bde2fa93822a4b6179,AWAITING REVIEW,2022-06-15 13:02:19.940000,2022-06-15 13:12:12.207000,592.267,23,16,1,97,,39F54BF2,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Yes,Male,No,Yes
62a9d863d19c6a9e4b7ff991,60f95234964c8e7bc43243c3,RETURNED,2022-06-15 13:02:27.015000,,66224.00318,21,60,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d86ae2f65c25f66f36ec,5f11e0eb0e49cf0d036cdeb5,TIMED-OUT,2022-06-15 13:02:34.471000,,66216.56108,21,151,1,100,,,Italy,Italy,DATA EXPIRED,Italian,Italy,Yes,Male,DATA EXPIRED,Yes
62a9d86d6df2e7ed71c7a1d3,6107f99b4033d300a0879ed9,RETURNED,2022-06-15 13:08:58.912000,,65832.132906,20,132,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d871491530d998840583,5d78d8ee90a13d001602b49c,RETURNED,2022-06-15 13:12:41.094000,,65609.965417,26,236,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d877ba46946a27581fea,611ce3570a53282a7597ee62,RETURNED,2022-06-15 13:03:14.635000,,66176.438488,25,69,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d87d6e60dc25cb8f43f5,600c076036051a2e189d19f2,RETURNED,2022-06-15 13:12:53.746000,,65597.341636,34,19,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d87f526ed0254c1979c1,60c0df44f76460e8d205929f,RETURNED,2022-06-15 13:02:57.820000,,66193.282909,20,104,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d883a2c93cae6a0914b4,60ec646b222d9ccbb92cef6b,RETURNED,2022-06-15 13:03:07.297000,,66183.818936,30,69,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d88538d5c69798c242a4,6172e800b8d0e8883d85473d,RETURNED,2022-06-15 13:03:01.137000,,66189.991157,30,93,3,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d888462a5b13c1d6d1b4,5ee93a8aa43b042d2529faec,RETURNED,2022-06-15 13:03:08.713000,,66182.433595,26,178,5,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d88bb02cadbb8193381e,5ea958440d24f004332319bc,REJECTED,2022-06-15 13:03:07.344000,2022-06-15 13:22:17.647000,1150.303,23,270,2,100,2022-06-15 14:26:11.196000,39F54BF2,Italy,Italy,Full-Time,Italian,Italy,Yes,Male,No,Yes
62a9d8956814fb233ffe07aa,613625b3e47f5f6e037a1848,RETURNED,2022-06-15 13:03:17.731000,,66173.4454,20,46,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d898580dbc17f3a62ada,600fdb12201b201d40206411,RETURNED,2022-06-15 13:03:20.418000,,66170.776005,23,140,4,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8af270f2957d1818e90,60ddf37bac75d61cfa6e81fc,RETURNED,2022-06-15 13:03:43.835000,,66147.374307,20,13,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8b27d8b610e8d228258,5f34331ef23dad166139d50b,RETURNED,2022-06-15 13:03:46.506000,,66144.716949,30,278,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8b2e086d6ca31e7a217,616736ea3a3b31f92941149a,AWAITING REVIEW,2022-06-15 13:03:49.362000,2022-06-15 13:27:20.199000,1410.837,28,102,2,100,,39F54BF2,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Yes,Male,DATA EXPIRED,Yes
62a9d8d2ec9fadea15813357,6164b4422e2259bfaa67f33a,TIMED-OUT,2022-06-15 13:04:49.250000,,66082.001374,34,110,1,100,,,South Africa,South Africa,Part-Time,DATA EXPIRED,South Africa,Yes,Female,No,Yes
62a9d8d987975ead10bdd030,6075848404073601c3294741,RETURNED,2022-06-15 13:04:25.238000,,66106.02924,20,89,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8df7d6e9ab8a53dab9e,615ace5aa72cd06120cce82f,RETURNED,2022-06-15 13:04:31.556000,,66099.723491,35,117,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8df7e2af9c23414ecc6,5b9259ab94d1b90001a1ec36,RETURNED,2022-06-15 13:04:31.245000,,66100.048142,33,278,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8e2d440e108818692fb,616d631dbb3ae2e1503d8c11,RETURNED,2022-06-15 13:14:34.502000,,65496.804769,30,62,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8e7ec3274ad9e0a613f,5ea94cd32998a7034eaabdf5,RETURNED,2022-06-15 13:04:39.020000,,66092.301165,45,242,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8f11cf47dd438c06d49,6074b3ec8435c912224ed2d1,TIMED-OUT,2022-06-15 13:04:49.194000,,66082.14091,20,58,0,100,,,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Yes,Female,DATA EXPIRED,Yes
62a9d8f20f96ce200856ad78,5f024691e3eda51001d5e1ae,RETURNED,2022-06-15 13:15:00.083000,,65471.266301,31,116,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d8f366654a8d56fac652,61531814ac42ccab4dae7be1,TIMED-OUT,2022-06-15 13:04:51.241000,,66080.122288,32,112,1,99,,,France,France,DATA EXPIRED,French,France,Yes,Male,No,Yes
62a9d8f5d45d72dac392f513,602157bde0dc220d5172cb4a,RETURNED,2022-06-15 13:04:53.455000,,66077.92074,27,91,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d90958a2ab73f378f6ec,60ca883c03ff81263967f06a,RETURNED,2022-06-15 13:05:13.926000,,66057.461859,22,112,3,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d91027702ce8bdf0cda0,5fac1a3e935a7d133be5a4d7,RETURNED,2022-06-15 13:05:20.912000,,66050.488345,23,238,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d915fd0da50b74b04188,5ffca360e5368712c0d99025,RETURNED,2022-06-15 13:15:25.290000,,65446.12498,28,210,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d916c94b50aea726ea57,60dfc9563e2dcbbf37767b14,AWAITING REVIEW,2022-06-15 13:05:26.003000,2022-06-15 13:16:42.104000,676.101,24,68,1,100,,39F54BF2,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Yes,Female,Yes,Yes
62a9d917335c1b02ea153733,6144508baad90adc1c7cdeb1,AWAITING REVIEW,2022-06-15 13:05:27.314000,2022-06-15 13:15:55.018000,627.704,24,51,0,100,,39F54BF2,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Yes,Male,Yes,Yes
62a9d918b5a30745db69672f,61732ac97ff5ebe39ca321e5,RETURNED,2022-06-15 13:05:38.823000,,66032.632064,22,66,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d91900f689a4e79d90f7,60bfab23ea351ed10c772908,RETURNED,2022-06-15 13:05:29.255000,,66042.21478,24,113,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d91ba9d01242a189d288,61068e53a1ecfcf4d50b9219,RETURNED,2022-06-15 13:05:35.139000,,66036.34681,32,86,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d91cbd7b9020167b4625,60f6c87c7efc6a4df1230de9,RETURNED,2022-06-15 13:06:19.453000,,65992.045854,32,74,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d9230f6d2396da6538c0,611d8cb015d4a95662b91ec3,RETURNED,2022-06-15 13:05:39.185000,,66032.327148,23,83,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d92513048cc5603d076b,60ce7d7895a2b1b3af7efcd0,RETURNED,2022-06-15 13:05:44.034000,,66027.490838,40,71,3,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d9276c100e61a439bdd8,6111b57c914b74ad4e9d0779,RETURNED,2022-06-15 13:05:47.681000,,66023.864888,23,11,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d929a2c93cae6a0914b5,614c5568b8da906b118c158e,RETURNED,2022-06-15 13:15:45.916000,,65425.645449,25,86,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d92d19bf336c0ff3367d,6174251128b70286d672aa55,RETURNED,2022-06-15 13:05:49.409000,,66022.168721,20,50,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d92e9b760d53ea2c39f8,61086efb11a9d191801b5eda,RETURNED,2022-06-15 13:15:50.218000,,65421.376807,21,65,1,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d935ab1732f73365beba,60d473c3cf18a59e10055cc7,RETURNED,2022-06-15 13:05:57.809000,,66013.797376,30,51,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d93b7eeee5cc7b06aded,602e3256b9bd9291e86a4a12,RETURNED,2022-06-15 13:06:03.496000,,66008.122925,21,178,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d93e63d31907afdc5dac,600de197658fd23cca8b3bf1,AWAITING REVIEW,2022-06-15 13:06:37.011000,2022-06-15 13:22:18.412000,941.401,23,114,1,99,,39F54BF2,Portugal,Portugal,Other,Portuguese,Portugal,Yes,Female,Yes,Yes
62a9d9404c03b338d073d66d,600b3ede2d1a0c0be4bbf22a,TIMED-OUT,2022-06-15 13:06:08.677000,,66002.971743,21,99,0,100,,,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Yes,Female,Yes,Yes
62a9d9418189c31f5be3cf6c,615c8512324e80bb9d5ae1ef,RETURNED,2022-06-15 13:06:09.575000,,66002.086418,40,117,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d94290aa91f5d97ea73c,60ec23bf85a6b1b3df613d64,RETURNED,2022-06-15 13:16:10.200000,,65401.476875,32,65,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d948d70bc9b2d84b2c7c,5a84b912000dab00018c98a9,RETURNED,2022-06-15 13:06:16.511000,,65995.180499,23,385,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d94d554d73e03eebff2b,615aff05691d41b8ce734ca0,RETURNED,2022-06-15 13:06:57.184000,,65954.523843,25,86,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d94fe74fa47ffeeac4e7,616151ac0c7dd4d85b3ca749,RETURNED,2022-06-15 13:06:30.844000,,65980.877513,34,119,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d951eba44515a05326de,6138aea178ad34d722759561,RETURNED,2022-06-15 13:06:25.297000,,65986.438823,34,84,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d9551cc8e6e5ccf238b4,61140416ad1f6526c22b2b4c,AWAITING REVIEW,2022-06-15 13:06:35.020000,2022-06-15 13:12:40.610000,365.59,20,17,1,98,,NOCODE,Portugal,Portugal,Part-Time,Portuguese,Portugal,Yes,Male,Yes,Yes
62a9d968eb8b4af7427ce018,6162023efc63b6cad46f8ac3,REJECTED,2022-06-15 13:06:48.804000,2022-06-15 13:12:00.808000,312.004,21,68,3,94,2022-06-15 13:39:50.627000,NOCODE,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Yes,Male,Yes,Yes
62a9d96c5e5b96bcbb819b5c,615e80f8f7b842e4f5653268,AWAITING REVIEW,2022-06-15 13:06:57.038000,2022-06-15 13:18:12.202000,675.164,33,106,1,100,,39F54BF2,South Africa,South Africa,DATA EXPIRED,Other,South Africa,Yes,Female,DATA EXPIRED,Yes
62a9d96d7a2a8aa9666d6435,612aa50d4ddb0c505d87ea6a,RETURNED,2022-06-15 13:07:05.348000,,65946.442246,25,27,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d974dfa5d234bddac6d3,60f49bc8ed8976b9448e3730,RETURNED,2022-06-15 13:07:44.731000,,65907.072232,32,98,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d97690aa91f5d97ea73d,5ece304189f86401d843f1a6,RETURNED,2022-06-15 13:07:02.275000,,65949.541069,20,132,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d977e66fa95499dfcd2d,615591b8814426404194e181,RETURNED,2022-06-15 13:17:03.616000,,65348.21395,27,62,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d979591fac75d1c3eb1c,5c3747496d465f00011a4d21,RETURNED,2022-06-15 13:07:05.833000,,65946.01038,29,359,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d97c591fac75d1c3eb1e,605c9355001a5eb6d51e657d,RETURNED,2022-06-15 13:07:08.618000,,65943.240151,22,160,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d97fb9798f883a40758f,6155cbac19aefc7681f4792f,RETURNED,2022-06-15 13:07:11.380000,,65940.492815,19,176,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d98041563f5c52c07eb8,5bb73fdd9ff3cb0001d8105a,RETURNED,2022-06-15 13:07:12.881000,,65939.006129,32,252,5,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62a9d980d617c5807a689dae,5f209bb12cf3543aed1fee25,AWAITING REVIEW,2022-06-15 13:07:50.900000,2022-06-15 13:17:57.401000,606.501,27,298,2,100,,39F54BF2,Portugal,Portugal,Full-Time,Portuguese,Portugal,Yes,Female,No,Yes
